,시도,시군구,읍면동,도로명,단지명,위도,경도,행정동
170,서울특별시,서초구,반포동,신반포로15길 19,아크로리버파크,37.5055865,126.9931736,반포2동
171,서울특별시,서초구,방배동,효령로33길 50,서리풀e편한세상,37.4838696,126.998282,방배1동
172,서울특별시,서초구,서초동,강남대로53길 11,서초동삼성쉐르빌2,37.4938931,127.0278557,서초2동
173,서울특별시,서초구,서초동,서초대로65길 13-10,서초래미안,37.498479,127.0190881,서초4동
174,서울특별시,서초구,우면동,바우뫼로7길 29,동고,37.4713223,127.0235582,양재1동
175,서울특별시,서초구,우면동,양재대로2길 109,서초호반써밋,37.4564692,127.0133414,양재1동
176,서울특별시,서초구,잠원동,반포대로 310,두산위브,37.506749,127.0006117,반포3동
177,서울특별시,서초구,잠원동,신반포로23길 41,신반포2,37.5096033,127.0014445,반포3동
178,서울특별시,성동구,금호동2가,금호로 107,래미안하이리버,37.5511989,127.0244863,금호2·3가동
179,서울특별시,성동구,성수동2가,성수이로8길 22,신성미소지움,37.5392218,127.0575024,성수2가1동
180,서울특별시,성동구,옥수동,독서당로 191,극동,37.5431976,127.0114866,옥수동
181,서울특별시,성동구,옥수동,독서당로 175,극동그린,37.5417891,127.0100681,옥수동
182,서울특별시,성동구,옥수동,독서당로40길 37,옥수어울림,37.5422176,127.0182212,옥수동
183,서울특별시,성동구,옥수동,뚝섬로 51,풍림아이원,37.5421017,127.0194561,옥수동
184,서울특별시,성동구,응봉동,고산자로4길 34,서울숲리버그린동아아파트,37.5529267,127.0373997,응봉동
185,서울특별시,성동구,하왕십리동,왕십리로 410,센트라스,37.5667089,127.0248613,왕십리도선동
186,서울특별시,성동구,행당동,행당로 79,대림e-편한세상,37.5570427,127.026187,행당2동
187,서울특별시,성동구,행당동,왕십리로 241,서울숲더샵,37.5564009,127.0402411,사근동
188,서울특별시,성동구,행당동,행당로 82,행당한진타운,37.555847,127.027606,행당2동
189,서울특별시,성북구,동소문동5가,보문로38길 11,돈암동일하이빌,37.591626,127.0144246,삼선동
190,서울특별시,성북구,보문동3가,낙산길 255,이편한세상보문,37.5826724,127.015822,보문동
191,서울특별시,성북구,보문동6가,보문사길 111,보문파크뷰자이,37.5796584,127.0185336,보문동
192,서울특별시,성북구,삼선동2가,낙산길 243-15,삼선현대힐스테이트,37.5820765,127.0135202,삼선동
193,서울특별시,성북구,석관동,화랑로48길 16,두산,37.6132741,127.0683143,석관동
194,서울특별시,성북구,석관동,한천로68길 51,삼성,37.6100634,127.0656474,석관동
195,서울특별시,성북구,하월곡동,오패산로 90,래미안월곡,37.6100487,127.0369244,월곡1동
196,서울특별시,성북구,하월곡동,오패산로 46,월곡두산위브,37.6077793,127.0381769,월곡1동
197,서울특별시,송파구,가락동,동남로 193,가락(1차)쌍용아파트,37.4952081,127.1282385,가락2동
198,서울특별시,송파구,거여동,양산로8길 8,거여1단지,37.4910379,127.1444917,거여2동
199,서울특별시,송파구,거여동,오금로54길 10,현대1차,37.4930855,127.1410758,거여1동
200,서울특별시,송파구,문정동,새말로8길 12,건영1,37.4815747,127.1257398,장지동
201,서울특별시,송파구,문정동,송이로31길 66,세양청마루,37.4924343,127.1370235,장지동
202,서울특별시,송파구,문정동,중대로 24,올림픽훼밀리타운,37.4897738,127.1171971,문정2동
203,서울특별시,송파구,방이동,양재대로 1218,올림픽선수기자촌2단지,37.5141128,127.1319777,오륜동
204,서울특별시,송파구,방이동,오금로31길 28,코오롱아파트,37.508519,127.1236725,방이1동
205,서울특별시,송파구,송파동,오금로32길 5,가락삼익맨숀,37.5039679,127.1211469,송파2동
206,서울특별시,송파구,신천동,올림픽로35길 104,장미2,37.5193571,127.0995067,잠실6동
207,서울특별시,송파구,신천동,올림픽로 435,파크리오,37.5202671,127.1054235,잠실4동
208,서울특별시,송파구,오금동,동남로 342,송파호반베르디움더퍼스트,37.5056461,127.1398121,오금동
209,서울특별시,송파구,오금동,양재대로72길 20,현대백조,37.5088805,127.1287016,오금동
210,서울특별시,송파구,오금동,양재대로72길 15,현대백조,37.5091525,127.1289247,오금동
211,서울특별시,송파구,잠실동,잠실로 88,레이크팰리스,37.5086288,127.0928603,잠실3동
212,서울특별시,송파구,잠실동,올림픽로 135,리센츠,37.515258,127.0855292,잠실2동
213,서울특별시,송파구,잠실동,잠실로 62,트리지움,37.5103878,127.087274,잠실3동
214,서울특별시,송파구,장지동,위례광장로 121,위례24단지(꿈에그린),37.4756181,127.1404051,위례동
215,서울특별시,송파구,장지동,위례광장로 185,위례신도시송파푸르지오,37.480901,127.1407743,위례동
216,서울특별시,양천구,목동,목동서로 38,목동신시가지1,37.5386163,126.8798487,목5동
217,서울특별시,양천구,목동,목동서로 100,목동신시가지3,37.5350886,126.873667,목5동
218,서울특별시,양천구,목동,오목로 300,하이페리온2,37.5241648,126.870494,목1동
219,서울특별시,양천구,신월동,중앙로29길 61,롯데캐슬,37.5187625,126.847589,신월2동
220,서울특별시,양천구,신월동,신월로13길 13,삼익2차플라주,37.519202,126.8409307,신월4동
221,서울특별시,양천구,신월동,오목로13길 7,신월대림,37.5233326,126.8450073,신월2동
222,서울특별시,양천구,신월동,곰달래로2길 16,신월성원,37.5280006,126.8340743,신월1동
223,서울특별시,양천구,신정동,신정로11길 20,동일하이빌2단지,37.5115291,126.8394997,신정3동
224,서울특별시,양천구,신정동,신정로 300,신정현대5,37.5123349,126.8546669,신정3동
225,서울특별시,양천구,신정동,신정이펜1로 99,이펜하우스1단지,37.5146836,126.8268159,신정3동
226,서울특별시,양천구,신정동,신정로11길 63,푸른마을3,37.5114223,126.8368885,신정3동
227,서울특별시,영등포구,문래동3가,당산로4길 12,문래자이,37.5158778,126.8965002,문래동
228,서울특별시,영등포구,신길동,가마산로 442,래미안영등포프레비뉴,37.5047935,126.9079735,신길3동
229,서울특별시,영등포구,여의도동,63로 45,시범,37.5203536,126.9365144,여의동
230,서울특별시,영등포구,여의도동,국제금융로 79,한양,37.5212902,126.9324625,여의동
231,서울특별시,영등포구,영등포동1가,경인로114길 62,내이처해밀,37.5171818,126.9127477,영등포동
232,서울특별시,영등포구,영등포동8가,영중로 145,삼환,37.5293649,126.9050585,영등포동
233,서울특별시,용산구,용문동,효창원로 88,브라운스톤,37.5362429,126.9592015,용문동
234,서울특별시,용산구,이촌동,이촌로2가길 66,북한강(성원),37.5272477,126.9537942,이촌2동
235,서울특별시,용산구,이촌동,이촌로88길 15,왕궁,37.5171988,126.9782328,이촌1동
236,서울특별시,용산구,이촌동,이촌로34길 29,현대한강,37.5230171,126.9583558,이촌2동
237,서울특별시,용산구,한강로1가,한강대로 211,대우월드마크용산,37.5372182,126.9728339,한강로동
238,서울특별시,용산구,한강로2가,한강대로43길 8,벽산메가트리움,37.5321823,126.9698368,한강로동
239,서울특별시,용산구,한강로2가,청파로20길 9,용산아이피아대주피오레,37.533243,126.9674801,한강로동
240,서울특별시,용산구,한남동,독서당로 111,한남더힐,37.5373643,127.0089045,한남동
241,서울특별시,은평구,구산동,서오릉로21길 20,동익파크1동(355-95),37.6146548,126.9068333,구산동
242,서울특별시,은평구,불광동,불광로2길 33,북한산힐스테이트1차아파트,37.6125455,126.9373096,불광1동
243,서울특별시,은평구,역촌동,갈현로11길 37,개성팰리스,37.6048931,126.9064438,구산동
244,서울특별시,은평구,진관동,진관2로 111-7,우물골2단지두산위브(209~222동)BL2-8,37.6360085,126.9303588,진관동
245,서울특별시,은평구,진관동,진관2로 57-37,우물골2단지두산위브(223~244동)BL2-7,37.6370636,126.9274885,진관동
246,서울특별시,중구,신당동,다산로 32,남산타운,37.5485875,127.0084617,약수동
247,서울특별시,중구,신당동,청구로1길 23,삼성,37.558758,127.017891,청구동
248,서울특별시,중구,신당동,동호로10길 30,약수하이츠,37.5546321,127.013667,청구동
249,서울특별시,중구,신당동,왕십리로39길 30,한진해모로,37.5634028,127.0260363,신당5동
250,서울특별시,중구,중림동,중림로 10,삼성사이버빌리지,37.5580657,126.9653155,중림동
251,서울특별시,중구,황학동,난계로21길 39,골드캐슬Ⅲ,37.5702745,127.0212943,황학동
252,서울특별시,중랑구,망우동,상봉로 110,EGSoulLeader,37.5956103,127.0933229,망우본동
253,서울특별시,중랑구,망우동,용마산로116길 76,청광,37.5995093,127.1047927,망우본동
254,서울특별시,중랑구,면목동,봉우재로6길 19,솔루테아파트,37.5892116,127.0768802,면목2동
255,서울특별시,중랑구,면목동,용마산로 290,용마산금호어울림,37.5773865,127.0915287,면목7동
256,서울특별시,중랑구,면목동,겸재로27길 37,한강훼미리(138-62),37.5891421,127.0841504,면목2동
257,서울특별시,중랑구,묵동,신내로21길 16,신내대림아파트,37.6166874,127.0888759,묵1동
258,서울특별시,중랑구,상봉동,상봉중앙로8길 76,건영캐스빌,37.6024514,127.091258,상봉1동
259,서울특별시,중랑구,신내동,용마산로 669,데시앙,37.610857,127.0993447,신내1동
260,서울특별시,중랑구,신내동,신내역로 165,신내 데시앙포레,37.6154342,127.1088381,신내1동
261,서울특별시,중랑구,신내동,신내로19길 42,신내6대주,37.615785,127.0910391,신내2동
262,서울특별시,중랑구,중화동,동일로 829,강오(B동),37.6043711,127.0785389,중화2동
263,서울특별시,강남구,개포동,언주로 3,개포6차우성아파트1동~8동,37.4762522,127.056971,개포4동
264,서울특별시,강남구,개포동,선릉로8길 5,에버그린,37.4829185,127.0613082,개포2동
265,서울특별시,강남구,개포동,개포로 411,우성8,37.4881804,127.0624184,개포2동
266,서울특별시,강남구,대치동,도곡로93길 12,래미안대치하이스턴,37.5009451,127.0654142,대치2동
267,서울특별시,강남구,대치동,영동대로85길 17,우정에쉐르,37.5068129,127.0622533,대치2동
268,서울특별시,강남구,대치동,삼성로 212,은마,37.4986657,127.0665962,대치2동
269,서울특별시,강남구,도곡동,선릉로 221,도곡렉슬,37.4943112,127.0515759,도곡2동
270,서울특별시,강남구,도곡동,언주로 118,우성캐릭터199,37.4861964,127.0520403,도곡2동
271,서울특별시,강남구,도곡동,언주로30길 26,타워팰리스3,37.4874365,127.0527483,도곡2동
272,서울특별시,강남구,도곡동,언주로30길 10,현대비젼21,37.4872987,127.0512914,도곡2동
273,서울특별시,강남구,삼성동,영동대로128길 5,청구아파트,37.5198553,127.0582551,삼성1동
274,서울특별시,강남구,세곡동,헌릉로590길 63,강남데시앙파크,37.4603491,127.1009721,세곡동
275,서울특별시,강남구,세곡동,자곡로 21,세곡푸르지오,37.467357,127.092421,세곡동
276,서울특별시,강남구,수서동,광평로19길 10,까치마을,37.484772,127.0874161,일원본동
277,서울특별시,강남구,수서동,광평로39길 3,동익,37.4852931,127.0966026,수서동
278,서울특별시,강남구,역삼동,테헤란로4길 46,쌍용플레티넘밸류,37.4953394,127.0306189,역삼1동
279,서울특별시,강남구,역삼동,봉은사로 312,역삼동하나빌,37.5092127,127.041298,역삼1동
280,서울특별시,강남구,역삼동,선릉로69길 19,역삼래미안,37.4973712,127.0500105,역삼2동
281,서울특별시,강남구,역삼동,도곡로3길 26,한스빌(836),37.4919078,127.0329815,역삼1동
282,서울특별시,강남구,일원동,일원로14길 25,푸른마을아파트101동~111동,37.4837929,127.0808473,일원본동
